[01-06-23 04:08:48.615] WARN : Script      , 1685585328615> VehicleScript.Loaded> vehicle "TrailerHomeHartman" extents != physicsChassisShape.
[01-06-23 04:08:48.718] WARN : Recipe      , 1685585328718> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordCrownVictoriaRearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.718] WARN : Recipe      , 1685585328718> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordCrownVictoriaRearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.718] WARN : Recipe      , 1685585328718> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordExplorerFrontDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.719] WARN : Recipe      , 1685585328719> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordExplorerRearDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.719] WARN : Recipe      , 1685585328719> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF150DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.719] WARN : Recipe      , 1685585328719> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF150RearDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.719] WARN : Recipe      , 1685585328719> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF700DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.720] WARN : Recipe      , 1685585328720> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF700RearDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.720] WARN : Recipe      , 1685585328720> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF700BoxTruckRollUpDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.720] WARN : Recipe      , 1685585328720> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordMustangFrontDoorSC3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.720] WARN : Recipe      , 1685585328720> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordMustangRearDoorSC3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.721] WARN : Recipe      , 1685585328721> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "HondaAccordDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.721] WARN : Recipe      , 1685585328721> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "JeepCherokeeDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.721] WARN : Recipe      , 1685585328721> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "JeepCJ7DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.721] WARN : Recipe      , 1685585328721> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M35Door2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.722] WARN : Recipe      , 1685585328722> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "MazdaB2000DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.722] WARN : Recipe      , 1685585328722> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Mercedes280DoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.722] WARN : Recipe      , 1685585328722> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Mercedes280RearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.722] WARN : Recipe      , 1685585328722> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PlymouthVoyagerFrontDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.723] WARN : Recipe      , 1685585328723> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PlymouthVoyagerSideDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.723] WARN : Recipe      , 1685585328723> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PlymouthVoyagerRearDoorsVanSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.723] WARN : Recipe      , 1685585328723> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ToyotaCamryDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.723] WARN : Recipe      , 1685585328723> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ToyotaCamryRearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.724] WARN : Recipe      , 1685585328724> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VWRabbitDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.724] WARN : Recipe      , 1685585328724> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VWRabbitRearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.724] WARN : Recipe      , 1685585328724> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Shubert38LeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.724] WARN : Recipe      , 1685585328724> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Shubert38RightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.725] WARN : Recipe      , 1685585328725> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.725] WARN : Recipe      , 1685585328725> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanFrontRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.725] WARN : Recipe      , 1685585328725> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanRearRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.725] WARN : Recipe      , 1685585328725> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanRearLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.726] WARN : Recipe      , 1685585328726> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonFrontDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.726] WARN : Recipe      , 1685585328726> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonRearDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.726] WARN : Recipe      , 1685585328726> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BuggyLeftDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.726] WARN : Recipe      , 1685585328726> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BuggyRightDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.727] WARN : Recipe      , 1685585328727> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyC70DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.727] WARN : Recipe      , 1685585328727> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordTaurusDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.727] WARN : Recipe      , 1685585328727> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordTaurusRearDoorSC1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.727] WARN : Recipe      , 1685585328727> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GeoTrackerDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.728] WARN : Recipe      , 1685585328728> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "LassiterFrontRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.728] WARN : Recipe      , 1685585328728> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "LassiterRearRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.728] WARN : Recipe      , 1685585328728> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "LassiterRearLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.729] WARN : Recipe      , 1685585328729> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "LassiterLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.729] WARN : Recipe      , 1685585328729> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FuturaLeftDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.729] WARN : Recipe      , 1685585328729> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FuturaRightDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.729] WARN : Recipe      , 1685585328729> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CulverLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.730] WARN : Recipe      , 1685585328730> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CulverFrontRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.730] WARN : Recipe      , 1685585328730> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CulverRearRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.730] WARN : Recipe      , 1685585328730> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CulverRearLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.730] WARN : Recipe      , 1685585328730> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.731] WARN : Recipe      , 1685585328731> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacFrontRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.731] WARN : Recipe      , 1685585328731> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacRearRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.731] WARN : Recipe      , 1685585328731> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacRearLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.731] WARN : Recipe      , 1685585328731> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CUDADoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.732] WARN : Recipe      , 1685585328732> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DeathMustangDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.732] WARN : Recipe      , 1685585328732> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89trooperFrontDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.732] WARN : Recipe      , 1685585328732> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89trooperRearDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.732] WARN : Recipe      , 1685585328732> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "69miniFrontDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.733] WARN : Recipe      , 1685585328733> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CivicLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.733] WARN : Recipe      , 1685585328733> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CivicRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.733] WARN : Recipe      , 1685585328733> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytAstra89Door1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.733] WARN : Recipe      , 1685585328733> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350FrontDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.734] WARN : Recipe      , 1685585328734> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350RearDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.734] WARN : Recipe      , 1685585328734> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350BackDoors2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.734] WARN : Recipe      , 1685585328734> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GrummanLLVDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.735] WARN : Recipe      , 1685585328735> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GrummanLLVRollUpDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.735] WARN : Recipe      , 1685585328735> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "MackDM800DoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.735] WARN : Recipe      , 1685585328735> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyG30FrontDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.735] WARN : Recipe      , 1685585328735> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyG30RearDoorsSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.736] WARN : Recipe      , 1685585328736> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyG30SideDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.736] WARN : Recipe      , 1685585328736> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "113hLeftDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.736] WARN : Recipe      , 1685585328736> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "113hFrontRightDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.736] WARN : Recipe      , 1685585328736> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytMercEvoDoor3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.737] WARN : Recipe      , 1685585328737> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "99fordCVPIFrontDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.737] WARN : Recipe      , 1685585328737> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "99fordCVPIRearDoor1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.737] WARN : Recipe      , 1685585328737> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "HMMWVSoftDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.737] WARN : Recipe      , 1685585328737> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DodgePowerWagonDoorSC2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.738] WARN : Recipe      , 1685585328738> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontM113Door8" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.738] WARN : Recipe      , 1685585328738> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "RearM113Door8" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.738] WARN : Recipe      , 1685585328738> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "RearV100Door2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.738] WARN : Recipe      , 1685585328738> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontLeftV100Door1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.739] WARN : Recipe      , 1685585328739> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontLeftV100Door2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.739] WARN : Recipe      , 1685585328739> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontLeftV100Door3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.739] WARN : Recipe      , 1685585328739> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontRightV100Door1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.739] WARN : Recipe      , 1685585328739> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontRightV100Door2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.740] WARN : Recipe      , 1685585328740> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontRightV100Door3" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.740] WARN : Recipe      , 1685585328740> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontLeftV100Door8" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.740] WARN : Recipe      , 1685585328740> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontRightV100Door8" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.740] WARN : Recipe      , 1685585328740> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M12LeftDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.741] WARN : Recipe      , 1685585328741> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M12RightDoor2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.741] WARN : Recipe      , 1685585328741> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontM113Door1" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.741] WARN : Recipe      , 1685585328741> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontM113Door2" in recipe "Salvage Vehicle Doors".
[01-06-23 04:08:48.742] WARN : Recipe      , 1685585328742> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FrontM113Door3" in recipe "Salvage Vehicle Doors".
